identifier,Protein families,Phylum,has_signal_peptide
O46167,Other,Arthropoda,yes
O46168,Other,Arthropoda,yes
P49126,Other,Arthropoda,yes
B6DD56,Other,Arthropoda,yes
B6DD57,Other,Arthropoda,yes
B6DD58,Other,Arthropoda,yes
P0DQE9,Other,Arthropoda,yes
P61791,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B6DD60,Other,Arthropoda,yes
B6DD61,Other,Arthropoda,yes
B6DD62,Other,Arthropoda,yes
B6DCY1,Other,Arthropoda,yes
P0DQF0,Other,Arthropoda,yes
P0DQF1,Other,Arthropoda,yes
P0DQF2,Other,Arthropoda,yes
B3FIP1,Other,Arthropoda,yes
B3FIP2,Other,Arthropoda,yes
B1P1J5,Other,Arthropoda,yes
Q2L6Z1,Other,Arthropoda,yes
Q2XXR8,Other,Chordata,yes
Q2XXR7,Other,Chordata,yes
Q8T3S7,Venom Kunitz-type family,Arthropoda,no
B5KL38,Venom Kunitz-type family,Chordata,yes
Q6T6T5,Venom Kunitz-type family,Chordata,yes
B5KF95,Venom Kunitz-type family,Chordata,yes
Q2ES50,Venom Kunitz-type family,Chordata,yes
A6MFL1,Venom Kunitz-type family,Chordata,yes
B5KF94,Venom Kunitz-type family,Chordata,yes
Q6ITB3,Venom Kunitz-type family,Chordata,yes
Q6ITB5,Venom Kunitz-type family,Chordata,yes
Q6ITB7,Venom Kunitz-type family,Chordata,yes
A7X3V7,Venom Kunitz-type family,Chordata,yes
E7FL11,Venom Kunitz-type family,Chordata,yes
Q90WA1,Venom Kunitz-type family,Chordata,yes
A7X3V4,Venom Kunitz-type family,Chordata,yes
W4VSH9,Venom Kunitz-type family,Arthropoda,yes
B5L5R7,Venom Kunitz-type family,Chordata,yes
P00986,Venom Kunitz-type family,Chordata,no
Q6ITB2,Venom Kunitz-type family,Chordata,yes
Q6ITB4,Venom Kunitz-type family,Chordata,yes
Q6ITB6,Venom Kunitz-type family,Chordata,yes
Q8T0W4,Venom Kunitz-type family,Arthropoda,yes
Q6ITC0,Venom Kunitz-type family,Chordata,yes
B5G6G6,Venom Kunitz-type family,Chordata,yes
E7FL12,Venom Kunitz-type family,Chordata,yes
Q90WA0,Venom Kunitz-type family,Chordata,yes
B5KL33,Venom Kunitz-type family,Chordata,yes
C1IC52,Venom Kunitz-type family,Chordata,yes
P0DJ64,Venom Kunitz-type family,Arthropoda,yes
P0DJ50,Venom Kunitz-type family,Arthropoda,yes
B2ZBB8,Venom Kunitz-type family,Arthropoda,yes
P0DJ67,Venom Kunitz-type family,Arthropoda,yes
C0LNR2,Venom Kunitz-type family,Arthropoda,yes
E5AJX3,Venom Kunitz-type family,Chordata,yes
P0DKL8,Venom Kunitz-type family,Chordata,no
J3SDW6,Venom metalloproteinase (M12B) family,Chordata,yes
C5H5D6,Venom metalloproteinase (M12B) family,Chordata,no
J3S830,Venom metalloproteinase (M12B) family,Chordata,yes
F8S108,Venom metalloproteinase (M12B) family,Chordata,yes
F8RKW1,Venom metalloproteinase (M12B) family,Chordata,yes
Q8QG88,Venom metalloproteinase (M12B) family,Chordata,yes
J3SDW8,Venom metalloproteinase (M12B) family,Chordata,yes
F8RKW0,Venom metalloproteinase (M12B) family,Chordata,yes
F8RKV9,Venom metalloproteinase (M12B) family,Chordata,yes
O42138,Venom metalloproteinase (M12B) family,Chordata,yes
Q9W6M5,Venom metalloproteinase (M12B) family,Chordata,yes
Q1PS45,Venom metalloproteinase (M12B) family,Chordata,yes
A0A0B4U9L8,Venom metalloproteinase (M12B) family,Chordata,yes
R4NNL0,Venom metalloproteinase (M12B) family,Chordata,yes
V5TBK6,Venom metalloproteinase (M12B) family,Chordata,yes
A0A6B7FMR5,Venom metalloproteinase (M12B) family,Chordata,yes
C6ZH25,,Arthropoda,yes
C7DT09,Other,Arthropoda,yes
P85875,,Arthropoda,no
P0CJ07,,Arthropoda,yes
P0CJ11,Other,Arthropoda,yes
P0CJ12,,Arthropoda,yes
P0CJ03,,Arthropoda,yes
P86166,,Mollusca,no
P09872,Peptidase S1 family,Chordata,no
E5L0E6,Peptidase S1 family,Chordata,yes
F8S114,Peptidase S1 family,Chordata,yes
O13062,Peptidase S1 family,Chordata,yes
J3RY93,Peptidase S1 family,Chordata,yes
P0DJF6,Peptidase S1 family,Chordata,yes
J3SBQ3,Peptidase S1 family,Chordata,yes
Q7SZE2,Peptidase S1 family,Chordata,no
O42207,Peptidase S1 family,Chordata,yes
J3SDW9,Peptidase S1 family,Chordata,yes
P26324,Peptidase S1 family,Chordata,no
P47797,Peptidase S1 family,Chordata,yes
Q9PT41,Peptidase S1 family,Chordata,yes
P04971,Peptidase S1 family,Chordata,yes
C0HKQ6,Other,Arthropoda,no
P0DQX7,Other,Arthropoda,no
P0DQX8,Other,Arthropoda,no
A0S864,Snake three-finger toxin family,Chordata,yes
A0A346CIA0,Snake three-finger toxin family,Chordata,yes
A0S865,Snake three-finger toxin family,Chordata,yes
P83490,Snake three-finger toxin family,Chordata,no
A0A346CIB3,Snake three-finger toxin family,Chordata,yes
Q06ZW0,Snake three-finger toxin family,Chordata,yes
C0HJD3,Snake three-finger toxin family,Chordata,no
Q8AY51,Snake three-finger toxin family,Chordata,yes
Q9YGI2,Snake three-finger toxin family,Chordata,yes
Q8AY50,Snake three-finger toxin family,Chordata,yes
C6JUP2,Snake three-finger toxin family,Chordata,yes
Q9YGI4,Snake three-finger toxin family,Chordata,yes
Q8AY49,Snake three-finger toxin family,Chordata,yes
Q9YGI1,Snake three-finger toxin family,Chordata,yes
Q6IZ95,Snake three-finger toxin family,Chordata,yes
Q2VBN2,Snake three-finger toxin family,Chordata,yes
P29179,Snake three-finger toxin family,Chordata,no
O42255,Snake three-finger toxin family,Chordata,yes
P59275,Snake three-finger toxin family,Chordata,no
P60770,Snake three-finger toxin family,Chordata,yes
P60771,Snake three-finger toxin family,Chordata,yes
Q9PTT0,Snake three-finger toxin family,Chordata,yes
P80958,Snake three-finger toxin family,Chordata,yes
P10455,Snake three-finger toxin family,Chordata,yes
P10458,Snake three-finger toxin family,Chordata,no
P10460,Snake three-finger toxin family,Chordata,no
P59276,Snake three-finger toxin family,Chordata,no
P0CAR1,Snake three-finger toxin family,Chordata,no
P10456,Snake three-finger toxin family,Chordata,yes
P60775,Snake three-finger toxin family,Chordata,yes
Q90VW1,Snake three-finger toxin family,Chordata,yes
Q7T2I5,Snake three-finger toxin family,Chordata,yes
Q9YGX1,Snake three-finger toxin family,Chordata,yes
P0C555,Snake three-finger toxin family,Chordata,yes
Q9W7K2,Snake three-finger toxin family,Chordata,yes
Q9W7K1,Snake three-finger toxin family,Chordata,yes
C0HK04,Snake three-finger toxin family,Chordata,no
C6JUP1,Snake three-finger toxin family,Chordata,yes
C0HLK5,Snake three-finger toxin family,Chordata,no
B3EWF8,Snake three-finger toxin family,Chordata,yes
P83302,Snake three-finger toxin family,Chordata,no
P0DKS3,Snake three-finger toxin family,Chordata,no
P86421,Snake three-finger toxin family,Chordata,no
K9MCX0,Snake three-finger toxin family,Chordata,yes
A0A2P1BSS9,Snake three-finger toxin family,Chordata,yes
Q53B50,Snake three-finger toxin family,Chordata,yes
C0HJB0,Snake three-finger toxin family,Chordata,no
F5CPE2,Snake three-finger toxin family,Chordata,yes
C6JUP3,Snake three-finger toxin family,Chordata,yes
A0A2P1BSU3,Snake three-finger toxin family,Chordata,yes
Q2VBN3,Snake three-finger toxin family,Chordata,yes
A8HDK2,Snake three-finger toxin family,Chordata,yes
F5CPD3,Snake three-finger toxin family,Chordata,yes
A0A2P1BSS8,Snake three-finger toxin family,Chordata,yes
P0CE78,Arthropod phospholipase D family,Arthropoda,no
A0A8B0RBM2,Other,Arthropoda,yes
Q92035,Other,Chordata,yes
P0CH49,,Arthropoda,no
P0CF37,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P12797,Other,Arthropoda,no
P42717,Other,Arthropoda,no
P85873,Other,Arthropoda,no
C0HLT7,Other,Arthropoda,no
Q7M3T3,Other,Arthropoda,no
P57672,Other,Arthropoda,no
Q7M3T2,Other,Arthropoda,no
P0CY87,Other,Mollusca,yes
P0CY75,Other,Mollusca,yes
P0CAQ4,Other,Mollusca,yes
Q6PTD7,Other,Mollusca,yes
P0CAQ5,Other,Mollusca,yes
Q6PPB3,Other,Mollusca,yes
P0CB07,Other,Mollusca,yes
P0CE73,Other,Mollusca,yes
P0CY86,Other,Mollusca,yes
P0C1V9,Other,Mollusca,yes
Q6PTD5,Other,Mollusca,yes
A0A3G3C7S0,Other,Mollusca,yes
P0C8U9,Other,Mollusca,yes
D9IWN7,Other,Mollusca,yes
P0CAQ6,Other,Mollusca,yes
A0A3G3C7U1,Other,Mollusca,yes
F2XFS9,Other,Mollusca,yes
P0C8V0,Other,Mollusca,yes
P0DUQ6,Other,Mollusca,yes
Q3SB08,Other,Chordata,no
Q3SB13,Other,Chordata,no
Q3SB11,Other,Chordata,no
A0A0E3SVE7,Other,Mollusca,yes
A0A0E3SVB8,Other,Mollusca,yes
Q7YZS9,Other,Mollusca,yes
P0C8S6,,Mollusca,no
P0C260,,Mollusca,no
P84713,,Mollusca,no
P0CH39,Other,Mollusca,yes
Q9TWL9,Phospholipase A2 family,Mollusca,no
B2KPN7,Other,Mollusca,yes
B3SVF1,Other,Mollusca,yes
B3SVF0,Other,Mollusca,yes
P17236,Other,Arthropoda,no
P17231,Other,Arthropoda,no
P17234,Other,Arthropoda,no
Q7T1K6,Other,Chordata,yes
P84805,Other,Chordata,yes
Q2XXQ3,Other,Chordata,yes
Q2XXQ5,Other,Chordata,yes
Q8UW11,Other,Chordata,yes
Q7ZZN8,Other,Chordata,yes
P84808,Other,Chordata,yes
Q2XXQ2,Other,Chordata,yes
Q2XXQ4,Other,Chordata,yes
P0DRG8,,Arthropoda,no
P0DRG9,,Arthropoda,no
P0DRH0,,Arthropoda,no
P0DRH1,,Arthropoda,no
P0DRH2,,Arthropoda,no
P0DRE7,,Arthropoda,no
P0DRD9,,Arthropoda,no
P0DRE8,,Arthropoda,no
P0DRE9,,Arthropoda,no
P0DRF0,,Arthropoda,no
P0DRE0,,Arthropoda,no
P0DRF1,,Arthropoda,no
P0DRF2,,Arthropoda,no
P0DRF3,,Arthropoda,no
B2CJ87,Other,Mollusca,yes
B0L0Y5,Other,Mollusca,yes
P58924,Other,Mollusca,yes
Q9BH75,Other,Mollusca,yes
Q9BPG8,Other,Mollusca,yes
Q9BPF6,Other,Mollusca,yes
Q9BPF2,Other,Mollusca,yes
Q9BPD1,Other,Mollusca,yes
Q9BPD5,Other,Mollusca,yes
Q9BPG5,Other,Mollusca,yes
Q9BH81,Other,Mollusca,yes
P0C667,Other,Mollusca,yes
D2Y172,Other,Mollusca,yes
Q9U6Z8,Other,Mollusca,yes
Q6PN80,Other,Mollusca,yes
Q1A3Q9,Other,Mollusca,yes
Q6PTD0,Other,Mollusca,yes
Q6PN84,Other,Mollusca,yes
Q9BPE2,Other,Mollusca,yes
P0C637,Other,Mollusca,yes
P0DJC5,Other,Mollusca,yes
Q9BPE5,Other,Mollusca,yes
Q9BPG3,Other,Mollusca,yes
Q9BPG2,Other,Mollusca,yes
Q9BPG1,Other,Mollusca,yes
Q9BH79,Other,Mollusca,yes
P0C668,Other,Mollusca,yes
Q3YEH3,Other,Mollusca,yes
Q6PN83,Other,Mollusca,yes
P85253,Other,Arthropoda,yes
P85254,Other,Arthropoda,yes
P85255,Other,Arthropoda,yes
P85256,Other,Arthropoda,yes
P85257,Other,Arthropoda,yes
P0CAZ2,Other,Arthropoda,yes
P85258,Other,Arthropoda,yes
P85259,Other,Arthropoda,yes
P0CAZ3,Other,Arthropoda,yes
C0HJV3,Other,Arthropoda,no
P0DPM3,,Mollusca,no
A0A346CED7,Other,Mollusca,yes
P0DOZ1,,Mollusca,no
W4VSE7,Other,Mollusca,yes
W4VS82,Other,Mollusca,yes
D3JYA5,,Mollusca,yes
D3JYA6,,Mollusca,yes
P0DQZ0,,Mollusca,no
P86500,,Mollusca,no
P58625,,Mollusca,no
P69770,Other,Mollusca,yes
D6C4J9,Other,Mollusca,no
A0A6P3CW73,,Arthropoda,yes
B2D0J5,Other,Arthropoda,yes
P0DRB2,Other,Arthropoda,no
P0DM17,Other,Mollusca,yes
W4VSM1,Other,Mollusca,yes
D2Y281,Other,Arthropoda,yes
D2Y282,Other,Arthropoda,yes
D2Y283,Other,Arthropoda,yes
D2Y284,Other,Arthropoda,yes
D2Y285,Other,Arthropoda,yes
D2Y286,Other,Arthropoda,yes
D2Y287,Other,Arthropoda,yes
D2Y288,Other,Arthropoda,yes
D2Y289,Other,Arthropoda,yes
D2Y290,Other,Arthropoda,yes
D2Y291,Other,Arthropoda,yes
D2Y2H9,Other,Arthropoda,yes
D2Y2I0,Other,Arthropoda,yes
D2Y2P5,Other,Arthropoda,yes
D2Y2C5,Other,Arthropoda,yes
D2Y2C7,Other,Arthropoda,yes
D2Y2C8,Other,Arthropoda,yes
D2Y2C6,Other,Arthropoda,yes
A0A1L4BJ46,Phospholipase A2 family,Arthropoda,yes
B3EWN2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B3EWN3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
D2DGD8,Other,Mollusca,yes
D2DGD9,Other,Mollusca,yes
X5IY26,Other,Mollusca,yes
D2DGD6,Other,Mollusca,yes
D2DGD7,Other,Mollusca,yes
D2DGD5,Other,Mollusca,yes
D2DGD3,Other,Mollusca,yes
D2DGD4,Other,Mollusca,yes
W4VS46,Other,Arthropoda,yes
W4VRV2,Other,Arthropoda,yes
W4VRX8,Other,Arthropoda,yes
W4VSB7,Other,Arthropoda,yes
W4VRV4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
W4VS23,Other,Arthropoda,yes
W4VRU9,Other,Arthropoda,yes
W4VS20,Other,Arthropoda,yes
W4VRU8,Other,Arthropoda,yes
W4VRW6,Other,Arthropoda,yes
W4VSI4,Other,Arthropoda,yes
W4VSA7,Other,Arthropoda,yes
W4VRY9,Other,Arthropoda,yes
A0A0F7YYV0,Other,Mollusca,yes
P0C165,Short scorpion toxin superfamily,Arthropoda,no
P85529,Short scorpion toxin superfamily,Arthropoda,no
P0DL43,Short scorpion toxin superfamily,Arthropoda,no
C0HJW1,Short scorpion toxin superfamily,Arthropoda,no
C0HJW6,Short scorpion toxin superfamily,Arthropoda,no
C0HJW5,Short scorpion toxin superfamily,Arthropoda,no
P0DL70,Short scorpion toxin superfamily,Arthropoda,no
C0HJT0,Short scorpion toxin superfamily,Arthropoda,no
P0DUI4,Short scorpion toxin superfamily,Arthropoda,yes
P24662,Short scorpion toxin superfamily,Arthropoda,no
P46111,Short scorpion toxin superfamily,Arthropoda,no
P46112,Short scorpion toxin superfamily,Arthropoda,no
P46110,Short scorpion toxin superfamily,Arthropoda,no
P45696,Short scorpion toxin superfamily,Arthropoda,yes
P0CI49,Other,Arthropoda,yes
A9XE60,Other,Arthropoda,yes
A9XE59,Other,Arthropoda,yes
D9U2A7,Other,Arthropoda,yes
P69939,Other,Arthropoda,yes
B8XH40,Other,Arthropoda,yes
A0A059UI30,Other,Arthropoda,yes
Q9N661,Other,Arthropoda,yes
P82851,Short scorpion toxin superfamily,Arthropoda,no
P83655,Short scorpion toxin superfamily,Arthropoda,no
P0DJ33,Short scorpion toxin superfamily,Arthropoda,yes
C0HLG4,Short scorpion toxin superfamily,Arthropoda,yes
P0C1Z3,Short scorpion toxin superfamily,Arthropoda,no
P0C1Z4,Short scorpion toxin superfamily,Arthropoda,no
P86110,Short scorpion toxin superfamily,Arthropoda,yes
C5J893,Short scorpion toxin superfamily,Arthropoda,yes
P0DJ34,Short scorpion toxin superfamily,Arthropoda,yes
C0HKB3,Short scorpion toxin superfamily,Arthropoda,no
P0DJ36,Short scorpion toxin superfamily,Arthropoda,yes
P0DJ37,Short scorpion toxin superfamily,Arthropoda,yes
P0DJ38,Short scorpion toxin superfamily,Arthropoda,yes
P0DJ39,Short scorpion toxin superfamily,Arthropoda,yes
P0DJ40,Short scorpion toxin superfamily,Arthropoda,yes
P0DJ41,Short scorpion toxin superfamily,Arthropoda,yes
Q66S03,Other,Chordata,yes
Q9YGP1,Other,Chordata,yes
A7X3Z4,Other,Chordata,yes
A3FM55,Other,Chordata,yes
A7X406,Other,Chordata,yes
A7X3W1,Other,Chordata,yes
Q6X5T4,Other,Chordata,yes
Q90WI7,Other,Chordata,yes
A1XXJ9,Other,Chordata,yes
A7X3Z7,Other,Chordata,yes
A7X409,Other,Chordata,yes
A7X3W6,Other,Chordata,yes
A7X413,Other,Chordata,yes
A7X3X0,Other,Chordata,yes
A7X3X3,Other,Chordata,yes
A7X3X8,Other,Chordata,yes
J3SDX8,Other,Chordata,yes
P69436,Other,Arthropoda,no
P0DX31,Other,Arthropoda,no
P0DRA8,Other,Arthropoda,no
P0DX35,Other,Arthropoda,no
P69034,Other,Arthropoda,no
A0A6G9KHE4,Other,Arthropoda,yes
P86407,Other,Arthropoda,yes
A0A0N7FMT9,Other,Arthropoda,yes
C7C1L2,Other,Arthropoda,yes
C9X4J0,Other,Arthropoda,yes
L0GBQ6,Other,Arthropoda,yes
P0DMI7,Other,Arthropoda,yes
P83240,Other,Arthropoda,no
A0A218QWY8,Other,Arthropoda,yes
P0DRB5,Other,Arthropoda,no
P0DL41,Other,Arthropoda,no
P0DMI8,Other,Arthropoda,yes
A0A1D3IXJ5,Other,Arthropoda,yes
P0DMI9,Other,Arthropoda,yes
P0DMJ0,Other,Arthropoda,yes
C5J897,Other,Arthropoda,yes
C5J888,Other,Arthropoda,yes
A0A0C4G5K0,Other,Arthropoda,yes
P86827,Other,Arthropoda,no
P0DMF5,Other,Arthropoda,yes
P0DMF4,Other,Arthropoda,yes
P0DME8,Other,Arthropoda,yes
P86828,Other,Arthropoda,no
P0DMF6,Other,Arthropoda,yes
P0DME5,Other,Arthropoda,no
P0DME9,Other,Arthropoda,yes
P0DMF7,Other,Arthropoda,yes
P0DMF0,Other,Arthropoda,no
B8XH50,Other,Arthropoda,yes
P0DX64,Other,Arthropoda,yes
A0A0C4G4L1,Other,Arthropoda,yes
H2CYR5,Other,Arthropoda,yes
L0GCJ6,Other,Arthropoda,yes
P0CH57,Other,Arthropoda,yes
P0CH58,Other,Arthropoda,yes
W4VS99,Other,Arthropoda,yes
Q3YEE6,Conotoxin O1 superfamily,Mollusca,yes
Q2I2R0,Conotoxin O1 superfamily,Mollusca,yes
Q3YEE5,Conotoxin O1 superfamily,Mollusca,yes
Q9XZK4,Conotoxin O1 superfamily,Mollusca,yes
Q9XZL2,Conotoxin O1 superfamily,Mollusca,yes
Q3YEF3,Conotoxin O1 superfamily,Mollusca,yes
D6C4L3,Conotoxin O1 superfamily,Mollusca,yes
D6C4L4,Conotoxin O1 superfamily,Mollusca,yes
P60179,Conotoxin O1 superfamily,Mollusca,no
Q9BP90,Conotoxin O1 superfamily,Mollusca,yes
P0CY65,Conotoxin O1 superfamily,Mollusca,yes
Q5K0C2,Conotoxin O1 superfamily,Mollusca,yes
P0C831,Conotoxin O1 superfamily,Mollusca,yes
P69763,Conotoxin O1 superfamily,Mollusca,yes
Q9BP89,Conotoxin O1 superfamily,Mollusca,yes
D6C4L5,Conotoxin O1 superfamily,Mollusca,yes
Q3YED6,Conotoxin O1 superfamily,Mollusca,yes
Q9BP88,Conotoxin O1 superfamily,Mollusca,yes
A0A125S9F3,Other,Mollusca,yes
Q9BPA6,Other,Mollusca,yes
G1AS75,Other,Mollusca,yes
G1AS76,Other,Mollusca,yes
P0C834,Other,Mollusca,yes
G1AS77,Other,Mollusca,yes
G1AS78,Other,Mollusca,yes
G1AS79,Other,Mollusca,yes
G1AS80,Other,Mollusca,yes
G1AS81,Other,Mollusca,yes
P58922,Other,Mollusca,yes
G1AS82,Other,Mollusca,yes
G1AS83,Other,Mollusca,yes
Q9BHA0,Other,Mollusca,yes
Q9BPC8,Other,Mollusca,yes
Q9BPA9,Other,Mollusca,yes
Q2I2Q9,Other,Mollusca,yes
P56711,Other,Mollusca,yes
P0DOW6,Other,Mollusca,no
P86907,Phospholipase A2 family,Chordata,no
Q2HZ28,Phospholipase A2 family,Chordata,yes
Q8QG87,Phospholipase A2 family,Chordata,yes
P81243,Phospholipase A2 family,Chordata,no
Q8AXY1,Phospholipase A2 family,Chordata,yes
G3DT18,Phospholipase A2 family,Chordata,yes
D0UGJ0,Phospholipase A2 family,Chordata,yes
Q9I8F8,Phospholipase A2 family,Chordata,no
P00606,Phospholipase A2 family,Chordata,yes
P21789,Phospholipase A2 family,Chordata,no
Q2YHJ3,Phospholipase A2 family,Chordata,yes
P00623,Phospholipase A2 family,Chordata,yes
P00624,Phospholipase A2 family,Chordata,yes
Q98996,Phospholipase A2 family,Chordata,yes
Q7SID6,Phospholipase A2 family,Chordata,no
Q8JIG0,Phospholipase A2 family,Chordata,yes
A8CG84,Phospholipase A2 family,Chordata,yes
Q90W39,Phospholipase A2 family,Chordata,yes
Q02517,Phospholipase A2 family,Chordata,yes
P06860,Phospholipase A2 family,Chordata,no
Q90Y77,Phospholipase A2 family,Chordata,yes
P59359,Phospholipase A2 family,Chordata,yes
P00622,Phospholipase A2 family,Chordata,no
C0HJL8,Phospholipase A2 family,Chordata,no
Q6EER4,Phospholipase A2 family,Chordata,yes
Q9DF52,Phospholipase A2 family,Chordata,yes
A6MEY4,Phospholipase A2 family,Chordata,yes
P0DPS4,Phospholipase A2 family,Chordata,no
Q6EER5,Phospholipase A2 family,Chordata,no
O42188,Phospholipase A2 family,Chordata,no
P0DKU1,Phospholipase A2 family,Chordata,no
P0DUN7,Phospholipase A2 family,Chordata,no
Q92152,Phospholipase A2 family,Chordata,yes
P84776,Phospholipase A2 family,Chordata,no
P22640,Phospholipase A2 family,Chordata,no
Q8JFG1,Phospholipase A2 family,Chordata,yes
Q10754,Phospholipase A2 family,Chordata,yes
A4VBF0,Phospholipase A2 family,Chordata,yes
P34180,Phospholipase A2 family,Chordata,yes
P14615,Phospholipase A2 family,Chordata,no
Q92084,Phospholipase A2 family,Chordata,yes
Q92085,Phospholipase A2 family,Chordata,yes
P0DQQ4,Other,Chordata,no
W8E7D1,Other,Chordata,yes
A0A2D0TC04,Other,Chordata,no
P84388,,Arthropoda,no
P84389,,Arthropoda,no
C0HJY4,Other,Arthropoda,no
C0HJY5,Other,Arthropoda,no
C0HJY6,Other,Arthropoda,no
C0HJY7,Other,Arthropoda,no
C0HJY8,Other,Arthropoda,no
C0HJY9,Other,Arthropoda,no
C0HJZ0,Other,Arthropoda,no
P0DQR9,Other,Arthropoda,no
Q7Z0H5,,Arthropoda,yes
Q95P89,,Arthropoda,yes
F6K6F3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P59360,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P56609,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q1I179,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C0HJM9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C0HLM0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0DQU7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P60212,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P84631,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P68410,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P68411,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
A0A7S8RFY1,,Arthropoda,yes
A0A7S8MVA6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
A0A7S8MUG8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C0HMA9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
A0A7S8MVF3,Other,Arthropoda,yes
Q6T7B6,Other,Chordata,yes
Q6X5S7,Other,Chordata,yes
B0VXV1,Other,Chordata,yes
Q6T7B5,Other,Chordata,yes
B0VXV2,Other,Chordata,yes
Q6X5S2,Other,Chordata,yes
Q6X5T3,Other,Chordata,yes
Q6X5S1,Other,Chordata,yes
Q6X5T2,Other,Chordata,yes
B4XSZ0,Other,Chordata,yes
B4XSZ1,Other,Chordata,yes
C0HKZ6,Other,Chordata,no
D9U2A1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
D9U297,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
D9U2A5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0CI82,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0CI58,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
D9U298,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
D9U2A0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0CI54,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q91453,Other,Chordata,no
A0ZSK4,Other,Chordata,no
Q8MMH5,,Arthropoda,yes
Q8MMH4,,Arthropoda,yes
P0DN46,Other,Mollusca,yes
P0DN47,Other,Mollusca,yes
P0DUU3,,Mollusca,no
P60272,Other,Arthropoda,yes
Q5Y4V6,Other,Arthropoda,yes
P11060,Other,Arthropoda,no
P11061,Other,Arthropoda,no
Q5Y4V4,Other,Arthropoda,yes
P11062,Other,Arthropoda,no
Q5Y4V3,Other,Arthropoda,yes
Q5Y4V2,Other,Arthropoda,yes
Q5Y4V1,Other,Arthropoda,yes
Q5Y4V0,Other,Arthropoda,yes
Q5Y4U9,Other,Arthropoda,yes
Q5Y4U8,Other,Arthropoda,yes
P86307,Other,Arthropoda,no
P86308,Other,Arthropoda,no
P83588,Other,Arthropoda,no
C0HLF9,,Arthropoda,no
C0HLG0,,Arthropoda,no
C0HLG1,,Arthropoda,no
D5KXH4,,Mollusca,yes
P0DKN1,Other,Mollusca,yes
B6DCJ4,Other,Arthropoda,yes
B6DCJ5,Other,Arthropoda,yes
B6DCJ6,Other,Arthropoda,yes
B6DCJ7,Other,Arthropoda,yes
B6DCJ9,Other,Arthropoda,yes
B3FIU2,Other,Arthropoda,yes
A0A6G9KJK9,Other,Arthropoda,yes
A0A6M3Z4D9,Other,Arthropoda,yes
A0A6G9KJV6,Other,Arthropoda,yes
A0A6G9KHD6,Other,Arthropoda,yes
C5J894,,Arthropoda,yes
B6DCK0,Other,Arthropoda,yes
B6DCK1,Other,Arthropoda,yes
B6DCK2,Other,Arthropoda,yes
B6DCK3,Other,Arthropoda,yes
B6DCK4,Other,Arthropoda,yes
B6DCK5,Other,Arthropoda,yes
B6DCK6,Other,Arthropoda,yes
B6DCK8,Other,Arthropoda,yes
P0DSK8,Other,Arthropoda,no
P49343,Other,Arthropoda,no
C0HJK2,,Arthropoda,no
P0DSK9,Other,Arthropoda,no
P49344,Other,Arthropoda,no
Q07932,Other,Arthropoda,yes
P0DL81,Other,Arthropoda,no
P0DPG5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
C0HKG7,Other,Arthropoda,yes
P0CF04,,Arthropoda,no
C0HJJ7,Other,Arthropoda,no
P60992,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DUC1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
Q68Y23,Other,Arthropoda,yes
P0DSL0,,Arthropoda,no
P41736,,Arthropoda,no
P0DQV4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
P84062,Other,Arthropoda,no
P0DRD0,Other,Arthropoda,yes
P0DXT1,Other,Arthropoda,yes
P59367,Other,Arthropoda,yes
P59368,Other,Arthropoda,yes
P0DV32,Other,Arthropoda,yes
P84028,Other,Arthropoda,no
P29425,Other,Arthropoda,yes
P83904,Other,Arthropoda,no
O76199,Other,Arthropoda,yes
P0CF01,Other,Arthropoda,no
C0HJK0,,Arthropoda,no
