identifier,Protein families,Phylum,has_fragment,has_signal_peptide
P06860,Phospholipase A2 family,Chordata,no,no
Q90Y77,Phospholipase A2 family,Chordata,no,yes
P59359,Phospholipase A2 family,Chordata,no,yes
P0DKT6,Phospholipase A2 family,Chordata,yes,no
P00622,Phospholipase A2 family,Chordata,no,no
P0CAR8,Phospholipase A2 family,Chordata,yes,no
C0HJL8,Phospholipase A2 family,Chordata,no,no
Q6EER4,Phospholipase A2 family,Chordata,no,yes
Q9DF52,Phospholipase A2 family,Chordata,no,yes
A6MEY4,Phospholipase A2 family,Chordata,no,yes
Q9PTA7,Phospholipase A2 family,Chordata,yes,yes
P0DPS4,Phospholipase A2 family,Chordata,no,no
Q6EER5,Phospholipase A2 family,Chordata,no,no
Q2YHJ2,Phospholipase A2 family,Chordata,no,yes
Q2YHJ7,Phospholipase A2 family,Chordata,no,yes
P81458,Phospholipase A2 family,Chordata,no,no
Q1ZY03,Phospholipase A2 family,Chordata,no,yes
P04417,Phospholipase A2 family,Chordata,no,no
P18997,Phospholipase A2 family,Chordata,yes,no
P00610,Phospholipase A2 family,Chordata,no,no
P19000,Phospholipase A2 family,Chordata,no,yes
Q9I846,Phospholipase A2 family,Chordata,no,yes
Q8AXW7,Phospholipase A2 family,Chordata,no,yes
P14556,Phospholipase A2 family,Chordata,no,no
P00608,Phospholipase A2 family,Chordata,no,no
C0HLF7,Phospholipase A2 family,Chordata,yes,no
P0DJM6,Phospholipase A2 family,Chordata,yes,no
P0DJM7,Phospholipase A2 family,Chordata,yes,no
P20252,Phospholipase A2 family,Chordata,no,no
Q6EER6,Phospholipase A2 family,Chordata,no,no
A8E2V9,Phospholipase A2 family,Chordata,no,yes
P14420,Phospholipase A2 family,Chordata,no,no
Q8JFG0,Phospholipase A2 family,Chordata,no,yes
Q10755,Phospholipase A2 family,Chordata,no,no
P31854,Phospholipase A2 family,Chordata,no,yes
P31859,Phospholipase A2 family,Chordata,yes,no
F8QN54,Phospholipase A2 family,Chordata,no,yes
P0DKT7,Phospholipase A2 family,Chordata,yes,no
P20260,Phospholipase A2 family,Chordata,yes,no
P0CAT0,Phospholipase A2 family,Chordata,yes,no
P0CAT1,Phospholipase A2 family,Chordata,yes,no
P49121,Phospholipase A2 family,Chordata,no,yes
Q6JK69,Phospholipase A2 family,Chordata,no,yes
I6L8L6,Phospholipase A2 family,Chordata,no,no
P0DUP0,Phospholipase A2 family,Chordata,yes,no
Q90249,Phospholipase A2 family,Chordata,no,yes
P82114,Phospholipase A2 family,Chordata,no,yes
P0DMJ9,Phospholipase A2 family,Chordata,yes,no
P58399,Phospholipase A2 family,Chordata,no,no
P10117,Phospholipase A2 family,Chordata,no,no
P0CAS8,Phospholipase A2 family,Chordata,yes,no
P00607,Phospholipase A2 family,Chordata,no,no
P24605,Phospholipase A2 family,Chordata,no,yes
P0DTS8,Phospholipase A2 family,Chordata,no,no
P0DUP9,Phospholipase A2 family,Chordata,yes,no
Q9I834,Phospholipase A2 family,Chordata,no,no
P0DMK0,Phospholipase A2 family,Chordata,yes,no
P82287,Phospholipase A2 family,Chordata,no,no
P81165,Phospholipase A2 family,Chordata,no,no
P0DUP2,Phospholipase A2 family,Chordata,no,no
Q9PVE3,Phospholipase A2 family,Chordata,no,yes
P58464,Phospholipase A2 family,Chordata,no,no
Q9PRT7,Phospholipase A2 family,Chordata,yes,no
P0DUN8,Phospholipase A2 family,Chordata,yes,no
P70090,Phospholipase A2 family,Chordata,no,yes
P70089,Phospholipase A2 family,Chordata,no,yes
P0C616,Phospholipase A2 family,Chordata,no,yes
C0HJW8,Phospholipase A2 family,Chordata,yes,no
P29601,Phospholipase A2 family,Chordata,no,no
Q2YHJ9,Phospholipase A2 family,Chordata,no,yes
P18998,Phospholipase A2 family,Chordata,no,yes
Q6EAN6,Phospholipase A2 family,Chordata,no,yes
P04084,Phospholipase A2 family,Chordata,no,no
P0DKL7,Phospholipase A2 family,Chordata,yes,no
P86524,Phospholipase A2 family,Chordata,yes,no
C0HKC1,Phospholipase A2 family,Chordata,no,no
P04361,Phospholipase A2 family,Chordata,no,no
C0HKC2,Phospholipase A2 family,Chordata,no,yes
P86453,Phospholipase A2 family,Chordata,no,no
P86975,Phospholipase A2 family,Chordata,no,no
Q9PVF3,Phospholipase A2 family,Chordata,no,yes
Q8UVU7,Phospholipase A2 family,Chordata,no,yes
Q2YHJ4,Phospholipase A2 family,Chordata,no,yes
Q2YHJ8,Phospholipase A2 family,Chordata,no,yes
P82950,Phospholipase A2 family,Chordata,no,no
G9I930,Phospholipase A2 family,Chordata,no,yes
Q45Z46,Phospholipase A2 family,Chordata,no,yes
P0DKT8,Phospholipase A2 family,Chordata,yes,no
P00615,Phospholipase A2 family,Chordata,no,yes
Q3HLQ4,Phospholipase A2 family,Chordata,no,yes
P23027,Phospholipase A2 family,Chordata,no,no
P86525,Phospholipase A2 family,Chordata,yes,no
P0DKT9,Phospholipase A2 family,Chordata,yes,no
P0CG57,Phospholipase A2 family,Chordata,no,no
P30811,Phospholipase A2 family,Chordata,no,yes
P0DJQ1,Phospholipase A2 family,Chordata,yes,no
Q9PVF4,Phospholipase A2 family,Chordata,no,yes
P23028,Phospholipase A2 family,Chordata,no,yes
Q6H3D6,Phospholipase A2 family,Chordata,no,yes
Q6H3D4,Phospholipase A2 family,Chordata,no,yes
Q6H3D2,Phospholipase A2 family,Chordata,no,yes
P0DKU0,Phospholipase A2 family,Chordata,yes,no
P00616,Phospholipase A2 family,Chordata,no,yes
Q6H3D3,Phospholipase A2 family,Chordata,no,yes
Q6H3D7,Phospholipase A2 family,Chordata,no,yes
Q6H3D5,Phospholipase A2 family,Chordata,no,yes
Q6H3D1,Phospholipase A2 family,Chordata,no,no
P0DJQ2,Phospholipase A2 family,Chordata,yes,no
P17935,Phospholipase A2 family,Chordata,no,yes
Q2PWA3,Phospholipase A2 family,Chordata,no,yes
P48650,Phospholipase A2 family,Chordata,no,no
P0DMT3,Phospholipase A2 family,Chordata,no,no
P0DMT2,Phospholipase A2 family,Chordata,no,no
B5U6Y4,Phospholipase A2 family,Chordata,no,yes
P0DMT1,Phospholipase A2 family,Chordata,no,no
F8QN50,Phospholipase A2 family,Chordata,no,yes
P0DUP1,Phospholipase A2 family,Chordata,yes,no
P0DI92,Phospholipase A2 family,Chordata,yes,no
P0DUN6,Phospholipase A2 family,Chordata,yes,no
Q9IAT9,Phospholipase A2 family,Chordata,no,no
P80963,Phospholipase A2 family,Chordata,no,yes
Q8UVZ7,Phospholipase A2 family,Chordata,no,yes
P08878,Phospholipase A2 family,Chordata,no,yes
O57385,Phospholipase A2 family,Chordata,no,yes
O42188,Phospholipase A2 family,Chordata,no,no
P0DKU1,Phospholipase A2 family,Chordata,no,no
P0DUN7,Phospholipase A2 family,Chordata,no,no
Q92152,Phospholipase A2 family,Chordata,no,yes
P0DUN9,Phospholipase A2 family,Arthropoda,yes,no
P84776,Phospholipase A2 family,Chordata,no,no
P22640,Phospholipase A2 family,Chordata,no,no
Q8JFG1,Phospholipase A2 family,Chordata,no,yes
Q10754,Phospholipase A2 family,Chordata,no,yes
A4VBF0,Phospholipase A2 family,Chordata,no,yes
P34180,Phospholipase A2 family,Chordata,no,yes
P14615,Phospholipase A2 family,Chordata,no,no
Q92084,Phospholipase A2 family,Chordata,no,yes
Q92085,Phospholipase A2 family,Chordata,no,yes
P0DKX1,Phospholipase A2 family,Chordata,yes,no
P14421,Phospholipase A2 family,Chordata,no,no
Q45Z42,Phospholipase A2 family,Chordata,no,yes
P59067,Phospholipase A2 family,Chordata,yes,no
P59068,Phospholipase A2 family,Chordata,yes,no
P59069,Phospholipase A2 family,Chordata,yes,no
P59070,Phospholipase A2 family,Chordata,yes,no
P00614,Phospholipase A2 family,Chordata,no,no
P0DUG4,Phospholipase A2 family,Chordata,yes,no
Q7LZG2,Phospholipase A2 family,Chordata,yes,no
P0DP54,Phospholipase A2 family,Chordata,no,yes
P0DM49,Phospholipase A2 family,Chordata,yes,no
P0DM50,Phospholipase A2 family,Chordata,yes,no
Q8WS88,Phospholipase A2 family,Cnidaria,no,yes
Q6PXP0,Phospholipase A2 family,Arthropoda,no,no
Q9BMK4,Phospholipase A2 family,Arthropoda,no,no
Q7M4I5,Phospholipase A2 family,Arthropoda,no,no
P00630,Phospholipase A2 family,Arthropoda,no,yes
P59066,Phospholipase A2 family,Chordata,yes,no
Q7M4I6,Phospholipase A2 family,Arthropoda,no,no
P82971,Phospholipase A2 family,Arthropoda,no,no
P0DUN5,Phospholipase A2 family,Chordata,yes,no
P0DV82,Phospholipase A2 family,Chordata,yes,no
Q9PRZ0,Phospholipase A2 family,Chordata,yes,no
C0HJC1,Phospholipase A2 family,Chordata,no,no
P86780,Phospholipase A2 family,Cnidaria,yes,no
B3EWQ8,Phospholipase A2 family,Chordata,yes,no
Q3YAU5,Phospholipase A2 family,Arthropoda,yes,no
D2X8K2,Phospholipase A2 family,Cnidaria,no,no
P18999,Phospholipase A2 family,Chordata,yes,no
P04362,Phospholipase A2 family,Chordata,yes,no
P0DMI6,Phospholipase A2 family,Arthropoda,no,no
P0C8L9,Phospholipase A2 family,Arthropoda,no,yes
Q6T178,Phospholipase A2 family,Arthropoda,no,no
B3EWP6,Phospholipase A2 family,Chordata,yes,no
C0HLB8,Phospholipase A2 family,Chordata,yes,no
Q7LZG5,Phospholipase A2 family,Chordata,yes,no
P0DKU2,Phospholipase A2 family,Arthropoda,no,yes
C0HLF0,Phospholipase A2 family,Chordata,no,no
Q7LZG3,Phospholipase A2 family,Chordata,yes,no
P43318,Phospholipase A2 family,Cnidaria,yes,no
C1JAR9,Phospholipase A2 family,Arthropoda,no,yes
P84736,Phospholipase A2 family,Chordata,yes,no
A7LCJ2,Phospholipase A2 family,Cnidaria,no,yes
I7GQA7,Phospholipase A2 family,Arthropoda,no,yes
P0DXZ6,Phospholipase A2 family,Arthropoda,no,yes
P0DQN1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0DQN2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
C0HJW4,Short scorpion toxin superfamily,Arthropoda,no,no
C0HJP9,Phospholipase A2 family,Chordata,yes,no
P0DQD1,Phospholipase A2 family,Chordata,yes,no
P0DQO1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0DM12,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0DM13,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P84033,Peptidase S1 family,Arthropoda,no,no
C0HMC4,Snaclec family,Chordata,yes,no
Q9NJC5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
Q9NJC7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
Q9GQW3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
Q9NJC8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
Q9GNG8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
Q9GQV6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
Q9NJC4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,yes
P58570,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
P60264,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
P59899,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
C0HLF8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
Q9GYX2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
Q9GUA7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
Q4TUA4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
G4V3T9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
Q95P69,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
Q9UAC9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
Q9UAC8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P0C5H3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P82815,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
M4GX67,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
Q9NBW2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
Q95WD2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
Q56TT9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P56678,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P59356,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P59357,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P45697,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P58488,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
Q9BKJ1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
Q9BKJ0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
C0HLZ2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
C9X4J9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
C0HM43,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
C9X4K0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
C9X4K1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P0C1X7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
C9X4K3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
C9X4K4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
C9X4J8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
C9X4K6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
C9X4K7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
C9X4K8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
E7CAU3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
Q68PG5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
Q1I176,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,yes
H1ZZH9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
C0HLZ1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
Q68PG4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P0CF76,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
Q1I173,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,yes
H1ZZI0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
Q68PG3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P63019,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
E7CLN6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
Q1I172,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,yes
H1ZZI1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
Q68PG2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,yes
P0DRC6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P0DUI0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
E7CLN7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
H1ZZI2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
H1ZZI3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
H1ZZI4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P0DUI1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
E7CLN8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
P0DUI2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
A0A7S8MU55,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
D5HR50,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,yes
P18926,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P0DQH5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P45666,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
Q86SE1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P01479,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
Q5MJP5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P0DJH8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P01488,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
C0HLR3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
C0HLZ3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
C0HMA3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
Q68PH4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P59897,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P45667,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P15223,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
C0HLF2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P01492,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P0DRB0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
C0HMB8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P60277,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P86406,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P84646,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P15224,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
C0HLR6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
E7CLN4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
P56611,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
Q1I180,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P0DSO5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
C0HLL9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P60214,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P15226,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P56612,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P0DMM8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
Q2NME3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P60260,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
P0DRC7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P60261,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
P60262,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
P60263,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
P0DUI3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
A0A218QWY4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
A0A7S8RGC8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P84614,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
D5HR51,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
E7CLP6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P18927,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
Q86SE0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P01484,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
Q5MJP4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
P01483,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
C0HLR4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
C0HMA4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
Q68PH3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P60163,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
C0HM15,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
P59898,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P01495,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,yes
C0HLF3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P01493,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P08900,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P0DRB1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
C0HMB9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P45668,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
P0DJK8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P59355,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
F6K6F3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P59360,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
E7CLN0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
P56609,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
Q1I179,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
C0HJM9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
C0HLM0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P0DQU7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P60212,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P84631,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P68410,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P68411,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
Q1I165,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,yes
E7CLP1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
A0A7S8MVA6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
A0A7S8MUG8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
A0A7S8MU85,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,yes
C0HMA9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
A0A7S8RFI7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P0DTB8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
Q5G8A8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
B7FDP2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
D5HR52,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,yes
Q86SD9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P01480,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P0C910,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
Q5MJP3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
P01485,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,yes
P13488,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
C0HLR5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
C0HMA5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
Q68PH2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,yes
C0HM16,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
Q7Z1K9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P80076,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
C0HLF4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P01494,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
C0HMC0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P01487,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P15227,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P15225,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P56608,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
Q1I177,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,yes
P0DSO4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
C0HLM1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P60213,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P01496,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P0C8X5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
A0A7S8MU78,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
E7CLN2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
E7CLN9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
P0DMH9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
D5HR53,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P0DQH6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P45658,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
M1JBC0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P59354,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
C0HMA6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
