identifier,Protein families,Fragment,Phylum,Habitat,Class,Order
D5HR50,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
Q86SE1,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P01479,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q5MJP5,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DJH8,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P01488,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q68PH4,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P59897,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P45666,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P15223,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P01492,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P18926,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DJL0,,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P45697,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P60277,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P84646,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P60252,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
P15224,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
E7CLN4,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P56611,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q1I180,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P60214,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P15226,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P56612,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DMM8,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q2NME3,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P60260,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P60261,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P60262,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P60263,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P84614,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
D5HR51,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
E7CLP6,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q86SE0,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P01484,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q5MJP4,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P01483,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q68PH3,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P60163,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P59898,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P01495,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P01493,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P08900,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P18927,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P15230,Short scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DJK8,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P59355,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P15221,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P59360,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P45668,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P60253,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
E7CLN0,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P56609,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q1I179,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
C0HJM9,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P60212,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P84631,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P68410,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P68411,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q1I165,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
E7CLP1,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
Q5G8A8,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
B7FDP2,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
D5HR52,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
Q86SD9,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P01480,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0C910,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q5MJP3,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P01485,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P13488,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q68PH2,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
Q7Z1K9,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P80076,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P01494,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P01487,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P15227,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P15225,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P56608,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q1I177,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P60213,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P01496,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P0C8X5,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
E7CLN2,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
E7CLN9,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DMH9,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
D5HR53,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P45658,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
M1JBC0,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P59354,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q68PH1,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q7Z1K8,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P45662,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P58778,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P60266,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
F8UWP3,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P83644,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P01489,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P58328,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
E7CLN1,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P56610,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
Q1I174,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P83435,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P60215,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
H1ZZI5,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
O77463,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q7Z1K7,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q7YT61,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q7Z1K6,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
M1J7U4,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P01482,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P04097,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
Q68PH0,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P45663,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P58779,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P01481,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0C5K8,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q1I169,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P84693,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
H1ZZI6,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P46115,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P56743,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
M1INJ1,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q68PG9,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
Q7Z1K5,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P60267,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0CI88,,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
Q1I167,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P84685,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
H1ZZI7,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
M1JB54,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q68PG8,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P59865,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9TWL1,Other,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P59854,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
E7CLN5,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
Q5G8B8,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q1I164,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P84688,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
H1ZZI8,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q2YHM1,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
M1JMR8,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q7YXD3,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P04098,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
B8XH22,,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0CH40,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q68PG7,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
Q7Z1K4,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9TWL0,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q95WD1,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
F1CGT5,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P54135,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
B7SNV8,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
E7CLN3,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
Q1I163,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
H1ZZH7,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
H1ZZI9,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P04099,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q68PG6,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q8WRY4,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P60265,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
Q95WC9,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
F1CGT6,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P09981,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P45698,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
E7CLP0,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
Q1I178,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
H1ZZH8,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9BLM4,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P60255,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q94435,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P17728,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P01490,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
O61705,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9BLM3,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P01486,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P60256,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P58296,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9N682,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P86992,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
Q8I6X9,,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9BLM0,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
P60257,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
B8QG00,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
P60254,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
L0GBR1,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9BLM1,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
P60258,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9BLM2,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q17254,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P60259,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
P09982,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P59896,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P01491,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P60275,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P60276,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P80950,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
A0F0C2,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0C5J6,Other,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P56646,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P86408,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P86403,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P86404,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P86405,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P86406,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P86989,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P45667,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DL23,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P0C5J7,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DL24,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DL25,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P46066,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P45664,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q95WD3,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P45665,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0C911,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DP98,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
Q7YWB0,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P02852,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
Q7YWA6,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
Q7YWA9,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
Q7YWA7,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
Q7YWA8,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P61095,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P61096,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P61097,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P61098,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P61099,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P61100,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P61101,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P61102,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P61094,Other,fragment,Arthropoda,terrestrial,Arachnida,Araneae
C0HJB4,,,Cnidaria,marine,Anthozoa,Actiniaria
B1B5J0,,,Cnidaria,marine,Anthozoa,Actiniaria
P61504,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P68721,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P68722,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P68723,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P68724,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
