identifier,Protein families,Phylum,has_fragment
Q2XXQ2,Other,Chordata,no
Q2XXR3,Other,Chordata,yes
Q2XXQ4,Other,Chordata,no
Q2XXR2,Other,Chordata,yes
Q2XXR1,Other,Chordata,yes
Q2XXR0,Other,Chordata,yes
Q2XXQ9,Other,Chordata,yes
Q2XXQ8,Other,Chordata,yes
Q2XXQ7,Other,Chordata,yes
Q2XXP3,Other,Chordata,yes
P0DRG8,,Arthropoda,no
P0DRG9,,Arthropoda,no
P0DRH0,,Arthropoda,no
P0DRH1,,Arthropoda,no
P0DRH2,,Arthropoda,no
P0DRE7,,Arthropoda,no
P0DRD9,,Arthropoda,no
P0DRE8,,Arthropoda,no
P0DRE9,,Arthropoda,no
P0DRF0,,Arthropoda,no
P0DRE0,,Arthropoda,no
P0DRF1,,Arthropoda,no
P0DRF2,,Arthropoda,no
P0DRF3,,Arthropoda,no
B2CJ87,Other,Mollusca,no
B0L0Y5,Other,Mollusca,no
P58924,Other,Mollusca,no
Q45RU7,Other,Mollusca,yes
Q9BH75,Other,Mollusca,no
Q9BPG8,Other,Mollusca,no
Q9BPF6,Other,Mollusca,no
Q9BPF2,Other,Mollusca,no
Q9BPD1,Other,Mollusca,no
Q9BPD5,Other,Mollusca,no
Q9BPG5,Other,Mollusca,no
Q9BH81,Other,Mollusca,no
P0C667,Other,Mollusca,no
D2Y172,Other,Mollusca,no
Q9U6Z8,Other,Mollusca,no
Q6PN80,Other,Mollusca,no
Q1A3Q9,Other,Mollusca,no
Q6PTD0,Other,Mollusca,no
Q6PN84,Other,Mollusca,no
Q9BPE2,Other,Mollusca,no
P0C637,Other,Mollusca,no
P0DJC5,Other,Mollusca,no
Q9BPE5,Other,Mollusca,no
Q9BPG3,Other,Mollusca,no
Q9BPG2,Other,Mollusca,no
Q9BPG1,Other,Mollusca,no
Q9BH79,Other,Mollusca,no
P0C668,Other,Mollusca,no
Q3YEH3,Other,Mollusca,no
Q6PN83,Other,Mollusca,no
B2CS62,,Mollusca,yes
P85253,Other,Arthropoda,no
P85254,Other,Arthropoda,no
P85255,Other,Arthropoda,no
P85256,Other,Arthropoda,no
P85257,Other,Arthropoda,no
P0CAZ2,Other,Arthropoda,no
P85258,Other,Arthropoda,no
P85259,Other,Arthropoda,no
P0CAZ3,Other,Arthropoda,no
C0HJV3,Other,Arthropoda,no
P0DPM3,,Mollusca,no
A0A346CED7,Other,Mollusca,no
P0DOZ1,,Mollusca,no
W4VSE7,Other,Mollusca,no
W4VS82,Other,Mollusca,no
D3JYA5,,Mollusca,no
D3JYA6,,Mollusca,no
P0DQZ0,,Mollusca,no
P86500,,Mollusca,no
P58625,,Mollusca,no
P69770,Other,Mollusca,no
D6C4J9,Other,Mollusca,no
A0A6P3CW73,,Arthropoda,no
B2D0J5,Other,Arthropoda,no
P0DRB2,Other,Arthropoda,no
P0DM17,Other,Mollusca,no
W4VSM1,Other,Mollusca,no
D2Y281,Other,Arthropoda,no
D2Y282,Other,Arthropoda,no
D2Y283,Other,Arthropoda,no
D2Y284,Other,Arthropoda,no
D2Y285,Other,Arthropoda,no
D2Y286,Other,Arthropoda,no
D2Y287,Other,Arthropoda,no
D2Y288,Other,Arthropoda,no
D2Y289,Other,Arthropoda,no
D2Y290,Other,Arthropoda,no
D2Y291,Other,Arthropoda,no
D2Y2H9,Other,Arthropoda,no
D2Y2I0,Other,Arthropoda,no
D2Y2P5,Other,Arthropoda,no
D2Y2C5,Other,Arthropoda,no
D2Y2C7,Other,Arthropoda,no
D2Y2C8,Other,Arthropoda,no
D2Y2C6,Other,Arthropoda,no
A0A1L4BJ46,Phospholipase A2 family,Arthropoda,no
P0DSN5,Phospholipase A2 family,Arthropoda,yes
Q7M471,,Arthropoda,yes
B3EWN2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B3EWN3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
D2DGD8,Other,Mollusca,no
D2DGD9,Other,Mollusca,no
X5IY26,Other,Mollusca,no
D2DGD6,Other,Mollusca,no
D2DGD7,Other,Mollusca,no
D2DGD5,Other,Mollusca,no
D2DGD3,Other,Mollusca,no
D2DGD4,Other,Mollusca,no
W4VS46,Other,Arthropoda,no
W4VRV2,Other,Arthropoda,no
W4VRX8,Other,Arthropoda,no
W4VSB7,Other,Arthropoda,no
W4VRV4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
W4VS23,Other,Arthropoda,no
W4VRU9,Other,Arthropoda,no
W4VS20,Other,Arthropoda,no
W4VRU8,Other,Arthropoda,no
W4VRW6,Other,Arthropoda,no
W4VSI4,Other,Arthropoda,no
W4VSA7,Other,Arthropoda,no
W4VRY9,Other,Arthropoda,no
A0A0F7YYV0,Other,Mollusca,no
P0C165,Short scorpion toxin superfamily,Arthropoda,no
P85529,Short scorpion toxin superfamily,Arthropoda,no
P0DL43,Short scorpion toxin superfamily,Arthropoda,no
C0HJW1,Short scorpion toxin superfamily,Arthropoda,no
C0HJW6,Short scorpion toxin superfamily,Arthropoda,no
C0HJW5,Short scorpion toxin superfamily,Arthropoda,no
P0DL70,Short scorpion toxin superfamily,Arthropoda,no
C0HJT0,Short scorpion toxin superfamily,Arthropoda,no
P0DUI4,Short scorpion toxin superfamily,Arthropoda,no
C0HM76,Short scorpion toxin superfamily,Arthropoda,yes
C0HM77,Short scorpion toxin superfamily,Arthropoda,yes
C0HM72,Short scorpion toxin superfamily,Arthropoda,yes
C0HM78,Short scorpion toxin superfamily,Arthropoda,yes
P59850,Short scorpion toxin superfamily,Arthropoda,yes
P59851,Short scorpion toxin superfamily,Arthropoda,yes
P24662,Short scorpion toxin superfamily,Arthropoda,no
P46111,Short scorpion toxin superfamily,Arthropoda,no
P46112,Short scorpion toxin superfamily,Arthropoda,no
P46110,Short scorpion toxin superfamily,Arthropoda,no
P45696,Short scorpion toxin superfamily,Arthropoda,no
P0CI49,Other,Arthropoda,no
A9XE60,Other,Arthropoda,no
A9XE59,Other,Arthropoda,no
D9U2A7,Other,Arthropoda,no
P69939,Other,Arthropoda,no
B8XH40,Other,Arthropoda,no
A0A059UI30,Other,Arthropoda,no
Q9N661,Other,Arthropoda,no
P82851,Short scorpion toxin superfamily,Arthropoda,no
P83655,Short scorpion toxin superfamily,Arthropoda,no
P0DJ33,Short scorpion toxin superfamily,Arthropoda,no
C0HLG4,Short scorpion toxin superfamily,Arthropoda,no
P0C1Z3,Short scorpion toxin superfamily,Arthropoda,no
P0C1Z4,Short scorpion toxin superfamily,Arthropoda,no
P86110,Short scorpion toxin superfamily,Arthropoda,no
C5J893,Short scorpion toxin superfamily,Arthropoda,no
P0DJ34,Short scorpion toxin superfamily,Arthropoda,no
P0DJ35,Short scorpion toxin superfamily,Arthropoda,yes
C0HKB3,Short scorpion toxin superfamily,Arthropoda,no
P0DJ36,Short scorpion toxin superfamily,Arthropoda,no
P0DJ37,Short scorpion toxin superfamily,Arthropoda,no
P0DJ38,Short scorpion toxin superfamily,Arthropoda,no
P0DJ39,Short scorpion toxin superfamily,Arthropoda,no
P0DJ40,Short scorpion toxin superfamily,Arthropoda,no
P0DJ41,Short scorpion toxin superfamily,Arthropoda,no
P58396,Other,Arthropoda,yes
P86534,Other,Chordata,yes
Q66S03,Other,Chordata,no
Q9YGP1,Other,Chordata,no
P0C6S5,Other,Chordata,yes
A7X3Z4,Other,Chordata,no
A3FM55,Other,Chordata,no
A7X406,Other,Chordata,no
A7X3W1,Other,Chordata,no
Q6X5T4,Other,Chordata,no
Q90WI7,Other,Chordata,no
A1XXJ9,Other,Chordata,no
A7X3Z7,Other,Chordata,no
A7X409,Other,Chordata,no
A7X3W6,Other,Chordata,no
A7X413,Other,Chordata,no
A7X3X0,Other,Chordata,no
A7X3X3,Other,Chordata,no
A7X3X8,Other,Chordata,no
J3SDX8,Other,Chordata,no
P69436,Other,Arthropoda,no
P0DX31,Other,Arthropoda,no
P0DRA8,Other,Arthropoda,no
P0DX35,Other,Arthropoda,no
P69034,Other,Arthropoda,no
A0A6G9KHE4,Other,Arthropoda,no
P86407,Other,Arthropoda,no
A0A0N7FMT9,Other,Arthropoda,no
C7C1L2,Other,Arthropoda,no
C9X4J0,Other,Arthropoda,no
L0GBQ6,Other,Arthropoda,no
P0DMI7,Other,Arthropoda,no
P83240,Other,Arthropoda,no
A0A218QWY8,Other,Arthropoda,no
P0DRB5,Other,Arthropoda,no
P0DL41,Other,Arthropoda,no
P0DMI8,Other,Arthropoda,no
A0A1D3IXJ5,Other,Arthropoda,no
P0DMI9,Other,Arthropoda,no
P0DMJ0,Other,Arthropoda,no
C5J897,Other,Arthropoda,no
C5J888,Other,Arthropoda,no
A0A0C4G5K0,Other,Arthropoda,no
P86827,Other,Arthropoda,no
P0DMF5,Other,Arthropoda,no
P0DMF4,Other,Arthropoda,no
P0DME8,Other,Arthropoda,no
P86828,Other,Arthropoda,no
P0DMF6,Other,Arthropoda,no
P0DME5,Other,Arthropoda,no
P0DME9,Other,Arthropoda,no
P0DMF7,Other,Arthropoda,no
P0DMF0,Other,Arthropoda,no
B8XH50,Other,Arthropoda,no
P0DX64,Other,Arthropoda,no
A0A0C4G4L1,Other,Arthropoda,no
F1CJ89,Other,Arthropoda,yes
H2CYR5,Other,Arthropoda,no
L0GCJ6,Other,Arthropoda,no
P0CH57,Other,Arthropoda,no
P0CH58,Other,Arthropoda,no
W4VS99,Other,Arthropoda,no
Q3YEE6,Conotoxin O1 superfamily,Mollusca,no
Q2I2R0,Conotoxin O1 superfamily,Mollusca,no
Q3YEE5,Conotoxin O1 superfamily,Mollusca,no
Q9XZK4,Conotoxin O1 superfamily,Mollusca,no
Q9XZL2,Conotoxin O1 superfamily,Mollusca,no
Q3YEF3,Conotoxin O1 superfamily,Mollusca,no
D6C4L3,Conotoxin O1 superfamily,Mollusca,no
D6C4L4,Conotoxin O1 superfamily,Mollusca,no
P60179,Conotoxin O1 superfamily,Mollusca,no
Q9BP90,Conotoxin O1 superfamily,Mollusca,no
P0CY65,Conotoxin O1 superfamily,Mollusca,no
Q5K0C2,Conotoxin O1 superfamily,Mollusca,no
P0C831,Conotoxin O1 superfamily,Mollusca,no
P69763,Conotoxin O1 superfamily,Mollusca,no
Q9BP89,Conotoxin O1 superfamily,Mollusca,no
D6C4L5,Conotoxin O1 superfamily,Mollusca,no
Q3YED6,Conotoxin O1 superfamily,Mollusca,no
P0C832,Conotoxin O1 superfamily,Mollusca,yes
Q9BP88,Conotoxin O1 superfamily,Mollusca,no
P0CY66,Conotoxin O1 superfamily,Mollusca,yes
A0A125S9F3,Other,Mollusca,no
Q9BPA6,Other,Mollusca,no
G1AS75,Other,Mollusca,no
G1AS76,Other,Mollusca,no
P0C834,Other,Mollusca,no
G1AS77,Other,Mollusca,no
G1AS78,Other,Mollusca,no
G1AS79,Other,Mollusca,no
G1AS80,Other,Mollusca,no
G1AS81,Other,Mollusca,no
P58922,Other,Mollusca,no
G1AS82,Other,Mollusca,no
G1AS83,Other,Mollusca,no
Q9BHA0,Other,Mollusca,no
Q9BPC8,Other,Mollusca,no
Q9BPC0,Other,Mollusca,yes
Q9BPA9,Other,Mollusca,no
Q2I2Q9,Other,Mollusca,no
P56711,Other,Mollusca,no
P0DOW6,Other,Mollusca,no
P86907,Phospholipase A2 family,Chordata,no
Q2HZ28,Phospholipase A2 family,Chordata,no
P0DMH0,Phospholipase A2 family,Chordata,yes
Q8QG87,Phospholipase A2 family,Chordata,no
P81243,Phospholipase A2 family,Chordata,no
Q8AXY1,Phospholipase A2 family,Chordata,no
P0DJ62,Phospholipase A2 family,Chordata,yes
G3DT18,Phospholipase A2 family,Chordata,no
D0UGJ0,Phospholipase A2 family,Chordata,no
Q9I8F8,Phospholipase A2 family,Chordata,no
Q6YIJ3,Phospholipase A2 family,Chordata,yes
P0C551,Phospholipase A2 family,Chordata,yes
P00606,Phospholipase A2 family,Chordata,no
P21789,Phospholipase A2 family,Chordata,no
Q2YHJ3,Phospholipase A2 family,Chordata,no
P00623,Phospholipase A2 family,Chordata,no
P00624,Phospholipase A2 family,Chordata,no
Q98996,Phospholipase A2 family,Chordata,no
P0DJP5,Phospholipase A2 family,Chordata,yes
Q7SID6,Phospholipase A2 family,Chordata,no
Q8JIG0,Phospholipase A2 family,Chordata,no
A8CG84,Phospholipase A2 family,Chordata,no
P84472,Phospholipase A2 family,Chordata,yes
Q90W39,Phospholipase A2 family,Chordata,no
P84474,Phospholipase A2 family,Chordata,yes
P00628,Phospholipase A2 family,Chordata,yes
Q02517,Phospholipase A2 family,Chordata,no
P06860,Phospholipase A2 family,Chordata,no
Q90Y77,Phospholipase A2 family,Chordata,no
P59359,Phospholipase A2 family,Chordata,no
P0DKT6,Phospholipase A2 family,Chordata,yes
P00622,Phospholipase A2 family,Chordata,no
P0CAR8,Phospholipase A2 family,Chordata,yes
C0HJL8,Phospholipase A2 family,Chordata,no
Q6EER4,Phospholipase A2 family,Chordata,no
Q9DF52,Phospholipase A2 family,Chordata,no
A6MEY4,Phospholipase A2 family,Chordata,no
Q9PTA7,Phospholipase A2 family,Chordata,yes
P0DPS4,Phospholipase A2 family,Chordata,no
Q6EER5,Phospholipase A2 family,Chordata,no
O42188,Phospholipase A2 family,Chordata,no
P0DKU1,Phospholipase A2 family,Chordata,no
P0DUN7,Phospholipase A2 family,Chordata,no
Q92152,Phospholipase A2 family,Chordata,no
P0DUN9,Phospholipase A2 family,Arthropoda,yes
P84776,Phospholipase A2 family,Chordata,no
P22640,Phospholipase A2 family,Chordata,no
Q8JFG1,Phospholipase A2 family,Chordata,no
Q10754,Phospholipase A2 family,Chordata,no
A4VBF0,Phospholipase A2 family,Chordata,no
P34180,Phospholipase A2 family,Chordata,no
P14615,Phospholipase A2 family,Chordata,no
Q92084,Phospholipase A2 family,Chordata,no
Q92085,Phospholipase A2 family,Chordata,no
P0DKX1,Phospholipase A2 family,Chordata,yes
P0DQQ4,Other,Chordata,no
W8E7D1,Other,Chordata,no
A0A2D0TC04,Other,Chordata,no
C0HJP9,Phospholipase A2 family,Chordata,yes
P0DQD1,Phospholipase A2 family,Chordata,yes
P84388,,Arthropoda,no
P84389,,Arthropoda,no
C0HJY4,Other,Arthropoda,no
C0HJY5,Other,Arthropoda,no
C0HJY6,Other,Arthropoda,no
C0HJY7,Other,Arthropoda,no
C0HJY8,Other,Arthropoda,no
C0HJY9,Other,Arthropoda,no
C0HJZ0,Other,Arthropoda,no
P0DQR9,Other,Arthropoda,no
Q7Z0H5,,Arthropoda,no
O96669,,Arthropoda,yes
Q95P89,,Arthropoda,no
F6K6F3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P59360,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
E7CLN0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P56609,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q1I179,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HJM9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HLM0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0DQU7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P60212,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P84631,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P68410,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P68411,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q1I165,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
A0A7S8RFY1,,Arthropoda,no
E7CLP1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
A0A7S8MVA6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
A0A7S8MUG8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
A0A7S8MU85,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C0HMA9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
A0A7S8MVF3,Other,Arthropoda,no
P0C8J4,Other,Chordata,yes
P0C8J5,Other,Chordata,yes
P0C8I8,Other,Chordata,yes
Q6T7B6,Other,Chordata,no
Q6X5S7,Other,Chordata,no
B0VXV1,Other,Chordata,no
Q6T7B5,Other,Chordata,no
Q6X5S8,Other,Chordata,yes
B0VXV2,Other,Chordata,no
Q6X5S2,Other,Chordata,no
Q6X5T3,Other,Chordata,no
Q6X5S1,Other,Chordata,no
Q6X5T2,Other,Chordata,no
B4XSZ0,Other,Chordata,no
B4XSZ1,Other,Chordata,no
C0HKZ6,Other,Chordata,no
D9U2A1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
D9U297,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
D9U2A5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0CI82,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0CI58,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
D9U298,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
D9U2A0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0CI53,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0CI54,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q91453,Other,Chordata,no
A0ZSK4,Other,Chordata,no
Q8MMH5,,Arthropoda,no
Q8MMH4,,Arthropoda,no
P0DN46,Other,Mollusca,no
P0DN47,Other,Mollusca,no
P0DUU3,,Mollusca,no
P60272,Other,Arthropoda,no
Q5Y4V6,Other,Arthropoda,no
P11060,Other,Arthropoda,no
P11061,Other,Arthropoda,no
Q5Y4V4,Other,Arthropoda,no
P11062,Other,Arthropoda,no
Q5Y4V3,Other,Arthropoda,no
Q5Y4V2,Other,Arthropoda,no
Q5Y4V1,Other,Arthropoda,no
Q5Y4V0,Other,Arthropoda,no
Q5Y4U9,Other,Arthropoda,no
Q5Y4U8,Other,Arthropoda,no
P85031,,Arthropoda,yes
P86307,Other,Arthropoda,no
P86308,Other,Arthropoda,no
P69438,Other,Chordata,yes
P83588,Other,Arthropoda,no
C0HLF9,,Arthropoda,no
C0HLG0,,Arthropoda,no
C0HLG1,,Arthropoda,no
D5KXH4,,Mollusca,no
P0DKN1,Other,Mollusca,no
B6DCJ4,Other,Arthropoda,no
B6DCJ5,Other,Arthropoda,no
B6DCJ6,Other,Arthropoda,no
B6DCJ7,Other,Arthropoda,no
B6DCJ9,Other,Arthropoda,no
B3FIU2,Other,Arthropoda,no
A0A6G9KJK9,Other,Arthropoda,no
A0A6M3Z4D9,Other,Arthropoda,no
A0A6G9KJV6,Other,Arthropoda,no
A0A6G9KHD6,Other,Arthropoda,no
C5J894,,Arthropoda,no
B6DCK0,Other,Arthropoda,no
B6DCK1,Other,Arthropoda,no
B6DCK2,Other,Arthropoda,no
B6DCK3,Other,Arthropoda,no
B6DCK4,Other,Arthropoda,no
B6DCK5,Other,Arthropoda,no
B6DCK6,Other,Arthropoda,no
B6DCK8,Other,Arthropoda,no
P0DSK8,Other,Arthropoda,no
P49343,Other,Arthropoda,no
C0HJK2,,Arthropoda,no
P0DSK9,Other,Arthropoda,no
P49344,Other,Arthropoda,no
Q07932,Other,Arthropoda,no
P0DL81,Other,Arthropoda,no
P0DPG5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
C0HKG7,Other,Arthropoda,no
P0CF04,,Arthropoda,no
C0HJJ7,Other,Arthropoda,no
P60992,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DUC1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
Q68Y23,Other,Arthropoda,no
P0DSL0,,Arthropoda,no
P41736,,Arthropoda,no
P0DQV4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P84062,Other,Arthropoda,no
P0DRD0,Other,Arthropoda,no
P0DXT1,Other,Arthropoda,no
P85264,Other,Arthropoda,yes
P59367,Other,Arthropoda,no
P85266,Other,Arthropoda,yes
P59368,Other,Arthropoda,no
P85265,Other,Arthropoda,yes
P0DV32,Other,Arthropoda,no
P84028,Other,Arthropoda,no
P85235,Other,Arthropoda,yes
P83896,Other,Arthropoda,yes
P29425,Other,Arthropoda,no
P83904,Other,Arthropoda,no
P85276,Other,Arthropoda,yes
O76199,Other,Arthropoda,no
P85275,Other,Arthropoda,yes
P85277,Other,Arthropoda,yes
P0CF01,Other,Arthropoda,no
C0HJK0,,Arthropoda,no
W5U5X5,Other,Arthropoda,no
C0HKD0,Other,Arthropoda,no
A9CM07,Other,Arthropoda,no
P49125,Other,Arthropoda,no
Q4LCS9,Other,Arthropoda,no
Q4LCS8,Other,Arthropoda,no
Q4LCS7,Other,Arthropoda,no
P0DPZ0,Other,Arthropoda,no
P0DPY8,Other,Arthropoda,no
P0DPV1,Other,Arthropoda,no
P0DPY5,Other,Arthropoda,no
V9QFG7,Other,Arthropoda,no
V9QEI7,Other,Arthropoda,no
Q4U4N3,Other,Arthropoda,no
V9QFH8,Other,Arthropoda,no
B6DD02,Other,Arthropoda,no
P0DPZ1,Other,Arthropoda,no
P0DPY6,Other,Arthropoda,no
Q4LCT2,Other,Arthropoda,no
Q4LCT1,Other,Arthropoda,no
Q4LCT0,Other,Arthropoda,no
Q8T3S6,,Arthropoda,no
V9QFG9,Other,Arthropoda,no
P83303,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P61104,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P68420,Other,Arthropoda,no
P68421,Other,Arthropoda,no
P68422,Other,Arthropoda,no
P68423,Other,Arthropoda,no
P60975,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P85505,Other,Arthropoda,no
P85506,Other,Arthropoda,no
C0HJK5,Other,Arthropoda,no
P56852,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P56853,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P58425,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P58426,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P58427,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
A0A088BP94,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P55816,Other,Arthropoda,no
P55817,Other,Arthropoda,no
P0DQE7,Other,Arthropoda,no
O46166,Other,Arthropoda,no
Q9TWR5,,Arthropoda,yes
X5ICI2,Other,Chordata,no
P0CJ33,Other,Chordata,yes
B0VXV3,Other,Chordata,no
P82475,Other,Chordata,no
Q330K6,Other,Chordata,no
C0K3N2,Other,Chordata,no
C0K3N1,Other,Chordata,no
Q6J936,Other,Chordata,no
Q90X24,Other,Chordata,no
Q90X23,Other,Chordata,no
C0K3N3,Other,Chordata,no
C0HM96,Other,Chordata,yes
P0DW97,Other,Chordata,no
P67861,Other,Chordata,no
P0DL42,Other,Chordata,no
P67862,Other,Chordata,no
P0DW98,Other,Chordata,no
B0VXV4,Other,Chordata,no
P67863,Other,Chordata,no
P0DL69,,Arthropoda,no
Q05108,Other,Arthropoda,no
A9QQ26,Other,Arthropoda,no
A9YME1,Other,Arthropoda,no
Q05109,Other,Arthropoda,yes
P81656,Other,Arthropoda,no
P35759,Other,Arthropoda,no
P35780,Other,Arthropoda,no
P83377,Other,Arthropoda,no
P86686,Other,Arthropoda,no
Q7Z156,Other,Arthropoda,no
B2MVK7,Other,Arthropoda,no
P85840,Other,Arthropoda,no
P35783,Other,Arthropoda,no
P35784,Other,Arthropoda,no
P81657,Other,Arthropoda,no
P35760,Other,Arthropoda,no
P86870,Other,Arthropoda,no
P35785,Other,Arthropoda,no
P35786,Other,Arthropoda,no
C0K3N4,Other,Chordata,no
Q6ITB0,Venom Kunitz-type family,Chordata,no
P00991,Venom Kunitz-type family,Chordata,no
C1IC50,Venom Kunitz-type family,Chordata,no
P0DJ46,Venom Kunitz-type family,Arthropoda,no
P0DJ80,Venom Kunitz-type family,Arthropoda,no
P0DJ45,Venom Kunitz-type family,Arthropoda,no
P0DJ48,Venom Kunitz-type family,Arthropoda,no
P0DJ81,Venom Kunitz-type family,Arthropoda,no
P0DJ49,Venom Kunitz-type family,Arthropoda,no
P0CH75,Venom Kunitz-type family,Arthropoda,yes
P0DJ82,Venom Kunitz-type family,Arthropoda,no
F8J2F3,Venom Kunitz-type family,Chordata,no
Q8AY44,Venom Kunitz-type family,Chordata,no
Q0PL65,Venom Kunitz-type family,Chordata,no
P84470,Venom Kunitz-type family,Chordata,yes
P00980,Venom Kunitz-type family,Chordata,no
Q8AY46,Venom Kunitz-type family,Chordata,no
Q7T2Q6,Venom Kunitz-type family,Chordata,no
P81658,Venom Kunitz-type family,Chordata,no
P00982,Venom Kunitz-type family,Chordata,no
Q7LZE3,Venom Kunitz-type family,Chordata,no
P00981,Venom Kunitz-type family,Chordata,yes
D2Y2G0,Venom Kunitz-type family,Arthropoda,no
D2Y2G1,Venom Kunitz-type family,Arthropoda,no
D2Y2G2,Venom Kunitz-type family,Arthropoda,no
H6VC05,Venom Kunitz-type family,Chordata,no
H6VC06,Venom Kunitz-type family,Chordata,no
D2Y2Q1,Venom Kunitz-type family,Arthropoda,no
D2Y2Q2,Venom Kunitz-type family,Arthropoda,no
D2Y2Q5,Venom Kunitz-type family,Arthropoda,no
Q6T271,Venom metalloproteinase (M12B) family,Chordata,yes
P17495,Venom metalloproteinase (M12B) family,Chordata,no
C0L2T8,Venom metalloproteinase (M12B) family,Chordata,no
C0HLL1,Venom metalloproteinase (M12B) family,Chordata,yes
Q9IAB0,Venom metalloproteinase (M12B) family,Chordata,no
P23323,Venom metalloproteinase (M12B) family,Chordata,no
Q4JCS1,Venom metalloproteinase (M12B) family,Chordata,no
Q4JCS0,Venom metalloproteinase (M12B) family,Chordata,no
Q1PBD1,Venom metalloproteinase (M12B) family,Chordata,no
P17349,Venom metalloproteinase (M12B) family,Chordata,no
Q90YA6,Venom metalloproteinase (M12B) family,Chordata,no
P17347,Venom metalloproteinase (M12B) family,Chordata,yes
Q7LZK1,Venom metalloproteinase (M12B) family,Chordata,no
Q7LZK0,Venom metalloproteinase (M12B) family,Chordata,no
P18619,Venom metalloproteinase (M12B) family,Chordata,no
P62383,Venom metalloproteinase (M12B) family,Chordata,no
P62384,Venom metalloproteinase (M12B) family,Chordata,no
U5PZ28,Venom metalloproteinase (M12B) family,Chordata,no
Q90220,Venom metalloproteinase (M12B) family,Chordata,no
Q90221,Venom metalloproteinase (M12B) family,Chordata,yes
P85006,Venom metalloproteinase (M12B) family,Chordata,yes
P85842,Venom metalloproteinase (M12B) family,Arthropoda,yes
Q8WQK0,,Arthropoda,no
P0CJ18,,Arthropoda,no
P0DM55,Other,Arthropoda,no
P0DM56,Other,Arthropoda,no
P0DM57,Other,Arthropoda,no
Q86RQ7,Other,Arthropoda,no
Q7LZ26,,Chordata,yes
P84027,Other,Arthropoda,yes
Q7M3V1,,Arthropoda,no
P01423,Snake three-finger toxin family,Chordata,no
P0CB06,Snake three-finger toxin family,Chordata,no
A8HDJ6,Snake three-finger toxin family,Chordata,no
F8J2G5,Snake three-finger toxin family,Chordata,no
P19958,Snake three-finger toxin family,Chordata,no
Q9YGC4,Snake three-finger toxin family,Chordata,no
P86422,Snake three-finger toxin family,Chordata,no
P86097,Snake three-finger toxin family,Chordata,no
P01420,Snake three-finger toxin family,Chordata,no
P01432,Snake three-finger toxin family,Chordata,no
Q9PSN6,Snake three-finger toxin family,Chordata,no
A7X4R5,Snake three-finger toxin family,Chordata,no
C1IC47,Snake three-finger toxin family,Chordata,no
P19960,Snake three-finger toxin family,Chordata,no
Q9YGX0,Snake three-finger toxin family,Chordata,no
Q9YGW8,Snake three-finger toxin family,Chordata,no
P01421,Snake three-finger toxin family,Chordata,no
A7X4S0,Snake three-finger toxin family,Chordata,no
C1IC48,Snake three-finger toxin family,Chordata,no
F5CPD5,Snake three-finger toxin family,Chordata,no
