identifier,Protein families,Fragment,Phylum,Habitat,Class,Order
P82601,Neurotoxin 10 (Hwtx-1) family,,Arthropoda,terrestrial,Arachnida,Araneae
Q75WH5,Neurotoxin 10 (Hwtx-1) family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DP95,Neurotoxin 10 (Hwtx-1) family,,Arthropoda,terrestrial,Arachnida,Araneae
P0C201,Neurotoxin 10 (Hwtx-1) family,,Arthropoda,terrestrial,Arachnida,Araneae
A0A1S4NYE8,Neurotoxin 10 (Hwtx-1) family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DP98,Neurotoxin 10 (Hwtx-1) family,,Arthropoda,terrestrial,Arachnida,Araneae
P86990,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
Q5WPS9,Other,,Arthropoda,terrestrial,Insecta,Diptera
A0A5J6K6K4,,,Cnidaria,marine,Anthozoa,Actiniaria
A0A5J6KCM0,,,Cnidaria,marine,Anthozoa,Actiniaria
P0DQR2,,,Cnidaria,marine,Anthozoa,Actiniaria
P0DQR3,,,Cnidaria,marine,Anthozoa,Actiniaria
P0DQR4,,,Cnidaria,marine,Anthozoa,Actiniaria
P83433,Other,fragment,Annelida,marine,Polychaeta,Other
P01526,Other,,Nemertea,marine,Pilidiophora,Heteronemertea
P01525,Other,,Nemertea,marine,Pilidiophora,Heteronemertea
P0CAR6,,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0DX65,,,Arthropoda,terrestrial,Insecta,Hymenoptera
P0DTX7,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BP86,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BPA3,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BP85,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BPA2,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BP84,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9U662,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BPA1,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BP83,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9U660,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9U656,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BPA0,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BP82,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9U657,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BP81,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BP96,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BP80,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BP95,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BP79,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BP94,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BP78,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTY0,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BP93,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BP77,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
D2Y495,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9XYZ0,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
D2Y496,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
D2Y4A0,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
D2Y4A2,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0C8V5,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CB09,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q5K0C4,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9N6A4,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
Q5K0B8,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DW73,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C902,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q2I2R4,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DJC6,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9XZL4,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9U651,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q5K0C7,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q5K0D1,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTY2,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTY4,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTY5,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTY9,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTZ0,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTZ1,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9XYZ1,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A2L2P6T9,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BH84,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C8V6,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CB10,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CY61,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
D6C4K9,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q5K0B9,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q3YEG6,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q2I2R3,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q3YEE3,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DJC7,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q5K0D8,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DW77,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9U650,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DW74,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q5K0C9,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTZ3,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9U644,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTZ4,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q3YED5,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTZ5,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTZ6,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q3YEF1,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTZ7,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DUA0,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DJB2,,,Mollusca,marine,Gastropoda,Neogastropoda
A0A3G3C7S6,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BP99,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C8V7,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CB11,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CY62,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q5K0C0,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C904,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q2I2R2,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q3YED1,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q5K0D7,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DW78,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9XZL0,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P69760,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q5K0C5,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q3YEG4,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q3YEG3,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BP97,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BP98,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BP92,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C8V8,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
M9PQ91,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CY63,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
D5KR58,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C905,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q2I2R1,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q3YEE1,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9XZK3,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9XZL1,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P69761,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DW75,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A3G3C7U7,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BP91,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C8V9,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q3YEG7,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CY64,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
D6C4L2,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q5K0C1,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q3YEE6,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q2I2R0,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q3YEE5,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9XZK4,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9XZL2,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q3YEF3,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
D6C4L3,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
D6C4L4,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P60179,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BP90,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CY65,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q5K0C2,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C831,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P69763,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BP89,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
D6C4L5,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q3YED6,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C832,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
Q9BP88,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CY66,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
D6C4L6,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
B2KJ30,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BPA5,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q5K0C8,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BP87,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CY67,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
D6C4L7,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9N669,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
Q3YEE4,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BPA4,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DW76,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9XZL5,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9TVY1,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
A0A3G6IHA6,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P69748,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P69749,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
D6C4K0,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P69750,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P58917,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0F6QDA5,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0DW83,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P01522,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9TWM7,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DOZ0,,,Mollusca,marine,Gastropoda,Neogastropoda
Q9TVN1,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P69753,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A384E129,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P56708,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P56710,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P56712,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P58913,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P58914,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DL67,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P69757,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P28880,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P18511,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DL66,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P58915,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P69758,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q86RA3,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9UA83,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
D2Y492,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CC13,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P58918,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P69752,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9TW08,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P69754,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q26443,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DMA2,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P56713,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P28881,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P24159,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P69759,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q8IS41,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q7Z027,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9TVU1,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0CY70,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
D2Y497,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0CC14,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P58919,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9TVF7,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P69755,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CH19,,,Mollusca,marine,Gastropoda,Neogastropoda
Q5K0D6,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P69762,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q5K0D0,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P69751,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9UA91,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
D2Y498,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0CC15,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P58920,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9TVF6,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P69756,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CH20,,,Mollusca,marine,Gastropoda,Neogastropoda
Q7Z028,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
C7T183,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
C7T1P5,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
Q9UA85,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0CY72,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
D2Y499,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9N633,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
Q9XZK5,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9TVK3,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0DQD4,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
C7T1P4,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
Q5K0D5,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9TVX4,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
D2Y4A1,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
C7T1P3,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
Q9UA95,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
Q3YEE2,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
C7T1P2,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
Q9TVR4,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
C7T1P1,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
Q9UA93,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
C7T188,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
Q9U655,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P18512,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9UA71,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
C7T187,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
Q9U659,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9U654,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q3YED8,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q5K0D3,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9UA86,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
C7T186,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
Q9U645,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9UA72,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
C7T184,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
Q9U648,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9TVQ6,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
Q9XZK9,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9XZK2,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9XZL3,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9TVQ7,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0C833,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C903,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CY60,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CY68,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0C1C8,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C1C9,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P05484,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P56633,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CY69,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
Q9UAB2,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P05485,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P37300,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0CY71,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
Q26350,Conotoxin O1 superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P58916,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
X5IWS1,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P56714,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9U647,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q5K0D2,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTX2,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTX3,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTX4,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P18513,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A2I4QAG8,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9XZK8,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BPB1,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0CJ21,Other,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BPB2,Other,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BPB4,Other,,Mollusca,marine,Gastropoda,Neogastropoda
Q3YEG0,Other,,Mollusca,marine,Gastropoda,Neogastropoda
